drug_1_name,drug_2_name,weight
Verapamil,Ranitidine,1
Ketoconazole,Telaprevir,1
Probenecid,Bismuth subsalicylate,1
Isradipine,Aprepitant,1
Fluoxetine,Enoxaparin,1
Glycopyrronium,Eluxadoline,1
Bosutinib,Lomitapide,1
Mifepristone,Luliconazole,1
Amiodarone,Naloxegol,1
Naproxen,Neomycin,1
Tolterodine,Mianserin,1
Dihydroergotamine,Molindone,1
Buspirone,Tedizolid phosphate,1
Urokinase,Fluvoxamine,1
Triamterene,Quinidine,1
Zonisamide,Methenamine,1
Dofetilide,Verapamil,1
Procyclidine,Hydroxyzine,1
Framycetin,Colistimethate,1
Mefloquine,Flunarizine,1
Carbinoxamine,Ethanol,1
Vitamin C,Phendimetrazine,1
Ranitidine,Doxofylline,1
Digoxin,Calcium carbonate,1
Methylphenidate,Fenoterol,1
Eptifibatide,Citric acid,1
Mecamylamine,Tadalafil,1
Fluconazole,Nicardipine,1
Modafinil,Netupitant,1
Desipramine,Simeprevir,1
Tranylcypromine,Vilanterol,1
Dofetilide,Droperidol,1
Fenoprofen,Apixaban,1
Adefovir dipivoxil,Ganciclovir,1
Leuprolide,Lopinavir,1
Paroxetine,Pasireotide,1
Haloperidol,Tamoxifen,1
Meloxicam,Acenocoumarol,1
Nitroprusside,Alfuzosin,1
Spiramycin,Dabrafenib,1
Doxorubicin,Idelalisib,1
Enoxaparin,Nadroparin,1
Chloramphenicol,Glipizide,1
Lorazepam,Flibanserin,1
Liothyronine,Iodide I-131,1
Amphetamine,Alfentanil,1
Progesterone,Deferasirox,1
Lansoprazole,Erlotinib,1
Ketorolac,Morniflumate,1
Glatiramer,Tofacitinib,1
Fosamprenavir,St. John's Wort,1
Losartan,Heptabarbital,1
Methohexital,Quinapril,1
Mifepristone,St. John's Wort,1
Citalopram,Doxepin,1
Etodolac,Unoprostone,1
Valsartan,Tadalafil,1
Loxapine,Rotigotine,1
Tacrine,Asenapine,1
Trichlormethiazide,Calcium chloride,1
Orlistat,Alfacalcidol,1
Metoprolol,Tipranavir,1
Hydroxyzine,Cyclobenzaprine,1
Dipivefrin,Nadolol,1
Hydrocodone,Methotrimeprazine,1
Doxylamine,Pipotiazine,1
Ropivacaine,Technetium Tc-99m tilmanocept,1
Zolpidem,Pentazocine,1
Saxagliptin,Etravirine,1
Dronabinol,Pomalidomide,1
Tacrine,Bisoprolol,1
Telaprevir,Corticotropin,1
Gabapentin,Phenobarbital,1
Glucagon,Olopatadine,1
Erythromycin,Pitavastatin,1
Tipranavir,Clarithromycin,1
Celecoxib,Gentamicin,1
Metamfetamine,Dexmethylphenidate,1
Vitamin E,Warfarin,1
Isavuconazonium,Luliconazole,1
Imipramine,Trifluoperazine,1
Posaconazole,Panobinostat,1
Norepinephrine,Aspirin,1
Methadone,Mesoridazine,1
Olanzapine,Frovatriptan,1
Sirolimus,Insulin human,1
Piroxicam,Omega-3 fatty acids,1
Chlorpromazine,Vilazodone,1
Icosapent,Ibrutinib,1
Clozapine,St. John's Wort,1
Benazepril,Azathioprine,1
Fentanyl,Dasatinib,1
Metformin,Insulin degludec,1
Mannitol,Primidone,1
Trimipramine,Nicorandil,1
Pheniramine,Doxofylline,1
Fluvoxamine,Paliperidone,1
Neomycin,Pivmecillinam,1
Isocarboxazid,Paliperidone,1
Foscarnet,Tobramycin,1
Dihydrocodeine,Citric acid,1
Phenelzine,Irbesartan,1
Sulpiride,Scopolamine,1
Eplerenone,Obinutuzumab,1
Enalapril,Salicylic acid,1
Cilostazol,Ethyl biscoumacetate,1
Morphine,Fexofenadine,1
Methadone,Hydroflumethiazide,1
Glyburide,Lurasidone,1
Eplerenone,Quinapril,1
Everolimus,Tofacitinib,1
Paroxetine,Zuclopenthixol,1
Flunisolide,Stiripentol,1
Levocetirizine,Perampanel,1
Abciximab,Duloxetine,1
Tacrine,Carvedilol,1
Ropinirole,Tetrabenazine,1
Pregabalin,Mianserin,1
Tamoxifen,Prucalopride,1
Cabergoline,Racepinephrine,1
Oxazepam,Ethanol,1
Clenbuterol,Phendimetrazine,1
Cefixime,Spectinomycin,1
Promazine,Lithium cation,1
Prednisone,Mitotane,1
Azithromycin,Ranolazine,1
Escitalopram,Fosaprepitant,1
Midodrine,Phendimetrazine,1
Simeprevir,Edoxaban,1
Lercanidipine,Magnesium sulfate,1
Sildenafil,Batimastat,1
Quetiapine,Boceprevir,1
Vitamin E,Nadroparin,1
Ketorolac,Nadolol,1
Lipoic acid,Insulin aspart,1
Atenolol,Methylphenidate,1
Cyclosporine,Telmisartan,1
Pyridoxine,Primidone,1
Rifabutin,Nitrendipine,1
Clorazepic acid,Paraldehyde,1
Flibanserin,Crizotinib,1
Pizotifen,Cimetropium,1
Quinine,Tetracycline,1
Citalopram,Deoxycholic acid,1
Amikacin,Picosulfuric acid,1
Aldesleukin,Iopromide,1
Ibuprofen,Unoprostone,1
Brimonidine,Perindopril,1
Secretin human,Moclobemide,1
Anistreplase,Enoxaparin,1
Bosentan,Saquinavir,1
Acetophenazine,Quinagolide,1
Prednisone,Tolbutamide,1
Epirubicin,Roflumilast,1
Triethylenetetramine,Magnesium chloride,1
Tolcapone,Perampanel,1
Metamfetamine,Levonordefrin,1
Oxycodone,Orphenadrine,1
Escitalopram,Boceprevir,1
Methohexital,Moexipril,1
Atenolol,Fingolimod,1
Pimecrolimus,Pentostatin,1
Fludrocortisone,Estrone sulfate,1
Dapsone,Nitroprusside,1
Fluoxetine,Duloxetine,1
Felbamate,Palbociclib,1
Lorazepam,Quetiapine,1
Ritonavir,Eliglustat,1
Verteporfin,Chlorpromazine,1
Cisatracurium,Magnesium sulfate,1
Orciprenaline,Vilanterol,1
Cysteamine,Sodium bicarbonate,1
Vinblastine,Mifepristone,1
Oxcarbazepine,Fosphenytoin,1
Ropinirole,Flunarizine,1
Losartan,Canagliflozin,1
Mefenamic acid,Rivaroxaban,1
Pramipexole,Felbamate,1
Botulinum toxin type B,Tiotropium,1
Yohimbine,Enalaprilat,1
Glyburide,Dienogest,1
Quinine,Dabrafenib,1
Mecamylamine,Tolbutamide,1
Oxaprozin,Kanamycin,1
Sulpiride,Metamfetamine,1
Darifenacin,Thioridazine,1
Trifluoperazine,Selegiline,1
Clemastine,Aclidinium,1
Norethisterone,Telaprevir,1
Metyrosine,Flibanserin,1
Ritodrine,Armodafinil,1
Mirtazapine,Panobinostat,1
Collagenase clostridium histolyticum,Citric acid,1
Vitamin E,Milnacipran,1
Imatinib,Mifepristone,1
Spironolactone,Chlorpheniramine,1
Dronabinol,Azelastine,1
Ziprasidone,Acetohexamide,1
Natalizumab,Topotecan,1
Lansoprazole,Iron Dextran,1
Thioridazine,Tizanidine,1
Colistin,Ribostamycin,1
Erythromycin,Fexofenadine,1
Gemfibrozil,Flibanserin,1
Hydroxyzine,Rotigotine,1
Liothyronine,Ciprofloxacin,1
Fentanyl,Ammonium chloride,1
Risedronic acid,Calcium citrate,1
Deferasirox,Flibanserin,1
Phenylephrine,Arformoterol,1
Valsartan,Pentobarbital,1
Midodrine,Trimipramine,1
Phenelzine,Apraclonidine,1
Botulinum toxin type B,Methscopolamine,1
Terbinafine,Aripiprazole,1
Tramadol,Indapamide,1
Rifabutin,Dexamethasone,1
Clopidogrel,Glucosamine,1
Ipratropium,Mepenzolate,1
Digoxin,Milnacipran,1
Reserpine,Tedizolid phosphate,1
Carbamazepine,Selegiline,1
Celecoxib,Fludrocortisone,1
Sulpiride,Furosemide,1
Piroxicam,Aspirin,1
Phenobarbital,Telaprevir,1
Fluticasone propionate,Fenoterol,1
Apraclonidine,Heptabarbital,1
Lorazepam,Gabapentin,1
Dapsone,Netupitant,1
Amiodarone,Propafenone,1
Paliperidone,Lorcaserin,1
Aprepitant,Hydrocortisone,1
Phenytoin,Dantrolene,1
St. John's Wort,Lopinavir,1
Baclofen,Fosphenytoin,1
Vardenafil,Fosaprepitant,1
Baclofen,Guanfacine,1
Isradipine,Acetaminophen,1
Fluphenazine,Lisdexamfetamine,1
Quinidine,Darunavir,1
Hydroflumethiazide,Remifentanil,1
Naproxen,Ribostamycin,1
Tadalafil,Dasatinib,1
Guanfacine,Moxonidine,1
Tioguanine,Leflunomide,1
Dicoumarol,Gemifloxacin,1
Colesevelam,Drospirenone,1
Voriconazole,Panobinostat,1
Baclofen,Clemastine,1
Pramipexole,Cimetidine,1
Fenofibrate,Tolbutamide,1
Salicylic acid,Corticotropin,1
Insulin glargine,Chlorpropamide,1
Erythromycin,Flunarizine,1
Dicoumarol,Icosapent ethyl,1
Streptokinase,Bismuth subsalicylate,1
Sorafenib,Sipuleucel-T,1
Moexipril,Aprotinin,1
Duloxetine,Penbutolol,1
Rifabutin,Fentanyl,1
Protriptyline,Thioridazine,1
Phenelzine,Salbutamol,1
Pimozide,Cilostazol,1
Trichlormethiazide,Gliclazide,1
Vinorelbine,Fosaprepitant,1
Acetaminophen,Amrinone,1
Morphine,Minocycline,1
Brimonidine,Phentolamine,1
Sulpiride,Procarbazine,1
Tranylcypromine,Fencamfamin,1
Tioguanine,Denosumab,1
Verapamil,Magnesium oxide,1
Dihydrotachysterol,Calcium citrate,1
Disopyramide,Ivacaftor,1
Sulpiride,Fentanyl,1
Gentamicin,Cloxacillin,1
Ulipristal,Cobicistat,1
Torasemide,Sulpiride,1
Flibanserin,Rotigotine,1
Phenelzine,Racepinephrine,1
Dexamethasone,Benzoic acid,1
Rasagiline,Sertindole,1
Rituximab,Spironolactone,1
Duloxetine,Empagliflozin,1
Benzphetamine,Ivacaftor,1
Salbutamol,Tedizolid phosphate,1
Olanzapine,Meperidine,1
Bumetanide,Ribostamycin,1
Methyclothiazide,Tranylcypromine,1
Zolpidem,Cyclizine,1
Insulin glargine,Hydroxyprogesterone caproate,1
Sufentanil,Simeprevir,1
Reserpine,Butabarbital,1
Tizanidine,Ketoconazole,1
Lidocaine,Mitotane,1
Indomethacin,Heparin,1
Minocycline,Cloxacillin,1
Diclofenac,Talniflumate,1
Warfarin,Omega-3 fatty acids,1
Dicoumarol,Ceftibuten,1
Fluconazole,Sirolimus,1
Telaprevir,Stiripentol,1
Hydromorphone,Hydrochlorothiazide,1
Verapamil,Idelalisib,1
Thalidomide,Gabapentin enacarbil,1
Pramlintide,Insulin human,1
Atazanavir,Lomitapide,1
Estradiol,Hydrocodone,1
Triazolam,Perampanel,1
Timolol,Dronedarone,1
Human C1-esterase inhibitor,Methyltestosterone,1
Amodiaquine,Glycerol phenylbutyrate,1
Alteplase,Limaprost,1
Fluphenazine,Clomipramine,1
Dextromethorphan,Fluspirilene,1
Apixaban,Tinzaparin,1
Erythromycin,Ledipasvir,1
Baclofen,Clorazepic acid,1
Teniposide,Mitotane,1
Abciximab,Argatroban,1
Montelukast,Gemfibrozil,1
Mebendazole,Metronidazole,1
Clomipramine,Lumacaftor,1
Simeprevir,Eliglustat,1
Citalopram,Ondansetron,1
Ziprasidone,Rivastigmine,1
Vancomycin,Colesevelam,1
Cefuroxime,Arbekacin,1
Sulfadiazine,Gliquidone,1
Pentoxifylline,Bumetanide,1
Methadone,Prochlorperazine,1
Diazepam,Simeprevir,1
Prochlorperazine,Droperidol,1
Insulin aspart,Triptorelin,1
Droperidol,Olopatadine,1
Dobutamine,Chlorphentermine,1
Solifenacin,Tocilizumab,1
Chlorpromazine,Amoxapine,1
Tacrine,Glycopyrronium,1
Glipizide,Posaconazole,1
Diclofenamide,Salsalate,1
Formoterol,Betahistine,1
Mannitol,Ribostamycin,1
Nortriptyline,Risperidone,1
Chlorthalidone,Orciprenaline,1
Stanolone,Alogliptin,1
Etonogestrel,Acitretin,1
Itraconazole,Flibanserin,1
Aldesleukin,Indapamide,1
Zolmitriptan,Propranolol,1
Fluvoxamine,Nefazodone,1
Erythromycin,Oxycodone,1
Brimonidine,Clidinium,1
Voriconazole,Acenocoumarol,1
Caffeine,Dobutamine,1
Buprenorphine,gamma-Hydroxybutyric acid,1
Almotriptan,Fluspirilene,1
Ibuprofen,Floctafenine,1
Cabozantinib,Idelalisib,1
Streptokinase,Enoxaparin,1
Cyclosporine,Ranolazine,1
Warfarin,Ceftaroline fosamil,1
Aspirin,Vilazodone,1
Everolimus,Mirabegron,1
Simeprevir,Boceprevir,1
Phenobarbital,Mianserin,1
Zaleplon,Methotrimeprazine,1
Chlormezanone,gamma-Hydroxybutyric acid,1
Lamotrigine,Paraldehyde,1
Nimodipine,Tocilizumab,1
Deferasirox,Ruxolitinib,1
Simeprevir,Rilpivirine,1
Citalopram,Formoterol,1
Nadroparin,Omega-3 fatty acids,1
Phenytoin,Rosiglitazone,1
Phendimetrazine,Naphazoline,1
Tramadol,Trichlormethiazide,1
Tolvaptan,Simeprevir,1
Torasemide,Saxagliptin,1
Leflunomide,Roflumilast,1
Tolbutamide,Paliperidone,1
Fluconazole,Buspirone,1
Escitalopram,Limaprost,1
Oxycodone,Amiloride,1
Linezolid,Aripiprazole,1
Botulinum toxin type B,Rocuronium,1
Droperidol,Levetiracetam,1
Cyclosporine,Ezetimibe,1
Cocaine,Netupitant,1
Sotalol,Nicorandil,1
Botulinum toxin type A,Trospium,1
Lorazepam,Secobarbital,1
Treprostinil,Triamterene,1
Amphetamine,Topiramate,1
Timolol,Treprostinil,1
Warfarin,Cefotetan,1
Ketoprofen,Ethyl biscoumacetate,1
Hexobarbital,Ulipristal,1
Meprobamate,Perampanel,1
Sotalol,Ivabradine,1
Bupropion,Eliglustat,1
Clenbuterol,Levonordefrin,1
Fluspirilene,Vortioxetine,1
Thioridazine,Levomilnacipran,1
Rasagiline,Abiraterone,1
Olmesartan,Methylphenidate,1
Meperidine,Thioridazine,1
Perindopril,Telmisartan,1
Acenocoumarol,Omacetaxine mepesuccinate,1
Ergometrine,Ivacaftor,1
Ziprasidone,Vilazodone,1
Duloxetine,Aliskiren,1
Norepinephrine,Lisdexamfetamine,1
Pentobarbital,Furosemide,1
Carbamazepine,Panobinostat,1
Rocuronium,Lithium cation,1
Nadolol,Saxagliptin,1
Caffeine,Spironolactone,1
Procyclidine,Oxymorphone,1
Acebutolol,Vilanterol,1
Insulin detemir,Corticotropin,1
Minoxidil,Molsidomine,1
Digoxin,Bisoprolol,1
Protriptyline,Mirabegron,1
Cefditoren,Aluminum hydroxide,1
Cisapride,Aprepitant,1
Mifepristone,Arformoterol,1
Dronedarone,Boceprevir,1
Clarithromycin,Regorafenib,1
Carisoprodol,Rufinamide,1
Leflunomide,Dexamethasone,1
Lorazepam,Desflurane,1
Trichlormethiazide,Zuclopenthixol,1
Lovastatin,Simeprevir,1
Bumetanide,Hexobarbital,1
Warfarin,Norethisterone,1
Tramadol,Zolpidem,1
Cetirizine,Tesmilifene,1
Haloperidol,Levomilnacipran,1
Leuprolide,Albiglutide,1
Bupropion,Isocarboxazid,1
Infliximab,Heparin,1
Osimertinib,Isosorbide,1
Amikacin,Ketoprofen,1
Aspirin,Ketoprofen,1
Fusidic acid,Tolvaptan,1
Darunavir,Edoxaban,1
Mefenamic acid,Sulodexide,1
Spironolactone,Abiraterone,1
Etanercept,Pimecrolimus,1
Fluconazole,Phenytoin,1
Paclitaxel,Idelalisib,1
Balsalazide,Floctafenine,1
Dronedarone,Nintedanib,1
Indacaterol,Iobenguane,1
Diltiazem,Heptabarbital,1
Bexarotene,Isosorbide mononitrate,1
Anakinra,Sipuleucel-T,1
Albendazole,Carbamazepine,1
Tacrolimus,Tofacitinib,1
Chloramphenicol,Hexobarbital,1
Amikacin,Furosemide,1
Leuprolide,Foscarnet,1
Secobarbital,Ulipristal,1
Chlorpropamide,Dapagliflozin,1
Paroxetine,Abiraterone,1
Atazanavir,Saxagliptin,1
Theophylline,Potassium Iodide,1
Atorvastatin,Cobicistat,1
Indinavir,Methylprednisolone,1
Atenolol,Ivabradine,1
Bosutinib,Ivacaftor,1
Medroxyprogesterone acetate,Efavirenz,1
Rabeprazole,Nilotinib,1
Sulodexide,Floctafenine,1
Dalteparin,Levomilnacipran,1
Fluconazole,Lansoprazole,1
Midazolam,Orphenadrine,1
Treprostinil,Ritonavir,1
Biotin,Mezlocillin,1
Ethotoin,Thalidomide,1
Flupentixol,Ivabradine,1
Octreotide,Insulin glulisine,1
Mephentermine,Armodafinil,1
Indinavir,Amitriptyline,1
Diclofenac,Heparin,1
Ergoloid mesylate,Fusidic acid,1
Trimipramine,Risperidone,1
Aripiprazole,Oritavancin,1
Insulin human,Rasagiline,1
Tacrine,Pancuronium,1
Phenytoin,Tamoxifen,1
Acetophenazine,Levomilnacipran,1
Escitalopram,Dosulepin,1
Olanzapine,Methotrimeprazine,1
Torasemide,Magnesium salicylate,1
Ribavirin,Azathioprine,1
Dexmedetomidine,Primidone,1
Quinine,Idelalisib,1
Ruxolitinib,Idelalisib,1
Butabarbital,Isometheptene,1
Lithium cation,Molindone,1
Ritodrine,Dextroamphetamine,1
Duloxetine,Nicardipine,1
Dihydrotachysterol,Cholestyramine,1
Reserpine,Trazodone,1
Fosaprepitant,Cabazitaxel,1
Risedronic acid,Kanamycin,1
Rifampicin,Dasatinib,1
Terazosin,Butobarbital,1
Norethisterone,Rufinamide,1
Dofetilide,Vardenafil,1
Pregabalin,Enalapril,1
Fluconazole,Apixaban,1
Tacrolimus,Floctafenine,1
Ergotamine,Fencamfamin,1
Alteplase,Eptifibatide,1
Insulin lispro,Repaglinide,1
Mirtazapine,Fluphenazine,1
Trimipramine,Panobinostat,1
Panobinostat,Ivacaftor,1
Fluconazole,Atazanavir,1
Carisoprodol,Suvorexant,1
Procyclidine,Chlorpromazine,1
Acenocoumarol,Ethyl biscoumacetate,1
Brimonidine,Quazepam,1
Nimodipine,Nicardipine,1
Trimipramine,Tiotropium,1
Hydroflumethiazide,Levorphanol,1
Aclidinium,Homatropine,1
Ticlopidine,Desipramine,1
Benazepril,Primidone,1
Anagrelide,Phenindione,1
Terbutaline,Betahistine,1
Vinblastine,Idelalisib,1
Phenytoin,Etonogestrel,1
Aripiprazole,Insulin aspart,1
Modafinil,Rolapitant,1
Mefenamic acid,Glucosamine,1
Doxorubicin,Ivacaftor,1
Perhexiline,Magnesium salicylate,1
Flibanserin,Fosaprepitant,1
Dexamethasone,Insulin detemir,1
Sipuleucel-T,Osimertinib,1
Selegiline,Cathinone,1
Astemizole,Saquinavir,1
Methotrimeprazine,Dexchlorpheniramine maleate,1
Diflunisal,Phenprocoumon,1
Mexiletine,Aminophylline,1
Botulinum toxin type A,Olanzapine,1
Erythromycin,Glimepiride,1
Natalizumab,Triamcinolone,1
Pazopanib,Boceprevir,1
Magnesium sulfate,Ethotoin,1
Risperidone,Tedizolid phosphate,1
Mycophenolate mofetil,Cyclacillin,1
Fluconazole,Isosorbide,1
Fluvoxamine,Ropinirole,1
Butabarbital,Mecamylamine,1
Aldesleukin,Esmolol,1
Bexarotene,Midazolam,1
Salmeterol,Isometheptene,1
Orlistat,Levetiracetam,1
Trabectedin,Luliconazole,1
Morphine,Droperidol,1
Sulfisoxazole,Fosphenytoin,1
Methylphenidate,Nicardipine,1
Doxazosin,Molsidomine,1
Norethisterone,Enoxaparin,1
Nortriptyline,Primidone,1
Trimipramine,Carphenazine,1
Levodopa,Amyl Nitrite,1
Acitretin,Verteporfin,1
Pimecrolimus,Tacrolimus,1
Pyridoxine,Secobarbital,1
Dyphylline,Isoprenaline,1
Flibanserin,Rufinamide,1
Mannitol,Nicorandil,1
Primidone,Bazedoxifene,1
Antithymocyte immunoglobulin (rabbit),Roflumilast,1
Chlorthalidone,Amifostine,1
Celecoxib,Balsalazide,1
Netilmicin,Carboplatin,1
Amiodarone,Lomitapide,1
Baclofen,Fluoxetine,1
Praziquantel,Fosphenytoin,1
Chlorprothixene,Phendimetrazine,1
Clozapine,Oxazepam,1
Droperidol,Dantrolene,1
Insulin lispro,Nadolol,1
Etodolac,Kanamycin,1
Etacrynic acid,Colesevelam,1
Topiramate,Ipratropium,1
Pegvisomant,Insulin detemir,1
Estradiol,Primidone,1
Magnesium sulfate,Azelastine,1
Botulinum toxin type A,Flavoxate,1
Pimecrolimus,Teniposide,1
Tolcapone,Dopamine,1
Chlorambucil,Clozapine,1
Megestrol acetate,Canagliflozin,1
Gefitinib,Cimetidine,1
Dexbrompheniramine,Cathinone,1
Oxaprozin,Ibrutinib,1
Insulin lispro,Lanreotide,1
Griseofulvin,Hydrocodone,1
Vinblastine,Mitotane,1
Allopurinol,Enalapril,1
Voriconazole,Conivaptan,1
Fosphenytoin,Brentuximab vedotin,1
Bortezomib,Betaxolol,1
Valsartan,Acebutolol,1
Diltiazem,Phenelzine,1
Atorvastatin,Idelalisib,1
Pipotiazine,Dabrafenib,1
Enalapril,Levodopa,1
Leflunomide,Budesonide,1
Azelastine,Ketamine,1
Dopamine,Salbutamol,1
Furosemide,Neomycin,1
Atorvastatin,Boceprevir,1
Duloxetine,Stiripentol,1
Hydrochlorothiazide,Tapentadol,1
Methadone,Alvimopan,1
Metformin,Chlorothiazide,1
Ergotamine,Mifepristone,1
Atomoxetine,Panobinostat,1
Chlormezanone,Vilazodone,1
Tolevamer,Aluminum hydroxide,1
Carbamazepine,Regorafenib,1
Caffeine,Amiloride,1
Leflunomide,Belatacept,1
Butabarbital,Flunarizine,1
Minocycline,Tasimelteon,1
Ticarcillin,Picosulfuric acid,1
Ethanol,Tedizolid phosphate,1
Phenobarbital,Darunavir,1
Fluvoxamine,Amisulpride,1
Losartan,Amifostine,1
Bexarotene,Clonazepam,1
Trastuzumab,Secukinumab,1
Acetohexamide,Dabrafenib,1
Valsartan,Molsidomine,1
Dacarbazine,Teriflunomide,1
Orciprenaline,Armodafinil,1
Etacrynic acid,Vildagliptin,1
Rituximab,Denosumab,1
Thalidomide,Desflurane,1
Amlodipine,Rifampicin,1
Iloperidone,Quinagolide,1
Protriptyline,Droperidol,1
Pentobarbital,Dienogest,1
Aldesleukin,Reserpine,1
Botulinum toxin type B,Thioridazine,1
Phenylpropanolamine,Salmeterol,1
Fexofenadine,Sodium oxybate,1
Mifepristone,Netupitant,1
Bivalirudin,Warfarin,1
Nizatidine,Rilpivirine,1
Nabilone,Flupentixol,1
Isradipine,Stiripentol,1
Oxacillin,Acenocoumarol,1
Minoxidil,Dapoxetine,1
Phenindione,Flurbiprofen,1
Celecoxib,Phenprocoumon,1
Trastuzumab emtansine,Idelalisib,1
Dronabinol,Phenelzine,1
Nevirapine,Rifabutin,1
Insulin glargine,Phenelzine,1
Ramipril,Sodium aurothiomalate,1
Ergotamine,Cobicistat,1
Metoprolol,Promazine,1
Yohimbine,Bromazepam,1
Piperacillin,Streptomycin,1
Trifluoperazine,Sertraline,1
Prednisone,Warfarin,1
Erythromycin,Dicoumarol,1
Vilazodone,Dosulepin,1
Dicoumarol,Pentoxifylline,1
Caffeine,Amlodipine,1
Betamethasone,Leflunomide,1
Insulin aspart,Hydroxyprogesterone caproate,1
Insulin lispro,Methotrimeprazine,1
Sumatriptan,Risperidone,1
Fluphenazine,Benzphetamine,1
Valsartan,Ketoprofen,1
Clopidogrel,Ketoconazole,1
Dutasteride,Ceritinib,1
Nortriptyline,Methylene blue,1
Azacitidine,Sipuleucel-T,1
Roflumilast,Basil,1
Norgestimate,Insulin glulisine,1
Phenelzine,Vilanterol,1
Tacrine,Loratadine,1
Etonogestrel,Phenprocoumon,1
Bosentan,Nateglinide,1
Citalopram,Fusidic acid,1
Flurbiprofen,Omega-3 fatty acids,1
Secretin human,Dexchlorpheniramine maleate,1
Megestrol acetate,Insulin detemir,1
Carbamazepine,Mianserin,1
Fluvoxamine,Caffeine,1
Citalopram,Degarelix,1
Butabarbital,Tapentadol,1
Tacrine,Trifluoperazine,1
Ceftazidime,Streptomycin,1
Hyaluronidase (ovine),Levocetirizine,1
Aripiprazole,Palbociclib,1
Nelfinavir,Haloperidol,1
Disulfiram,Tinidazole,1
Flurbiprofen,Colesevelam,1
Zopiclone,Methotrimeprazine,1
Metformin,Mecasermin,1
Cefaclor,Netilmicin,1
Streptokinase,Dabigatran etexilate,1
Fluvoxamine,Meperidine,1
Ziprasidone,Cyclobenzaprine,1
Cyproheptadine,Phenelzine,1
Etanercept,Trastuzumab,1
Dipivefrin,Linezolid,1
Hydroxyprogesterone caproate,Palbociclib,1
Phenytoin,Rilpivirine,1
Diazoxide,Fosphenytoin,1
Clozapine,Gliclazide,1
Nimodipine,Aprepitant,1
Voriconazole,Tolvaptan,1
Methohexital,Medroxyprogesterone acetate,1
Phenytoin,Mexiletine,1
Insulin glargine,Metreleptin,1
Gemfibrozil,Acipimox,1
Fluphenazine,Cyclobenzaprine,1
Repaglinide,Vorinostat,1
Calcitriol,Methylprednisolone,1
Phenytoin,Drospirenone,1
Levonorgestrel,Metreleptin,1
Dicoumarol,Oxymetholone,1
Mometasone,Deferasirox,1
Pentobarbital,Propranolol,1
Citalopram,Warfarin,1
Secobarbital,Azelastine,1
Carbinoxamine,Thalidomide,1
Remoxipride,Promethazine,1
Voriconazole,Halofantrine,1
Cyclobenzaprine,Isocarboxazid,1
Famotidine,Cefuroxime,1
Phenylpropanolamine,Arformoterol,1
Selegiline,Fluspirilene,1
Theophylline,Isoflurophate,1
Oxcarbazepine,Eslicarbazepine acetate,1
St. John's Wort,Rolapitant,1
Reserpine,Donepezil,1
Indinavir,Cabazitaxel,1
Timolol,Brimonidine,1
Ziconotide,Paraldehyde,1
Voriconazole,Oxybutynin,1
Mirtazapine,Triazolam,1
Furosemide,Butobarbital,1
Isoflurane,Formoterol,1
Phenelzine,Aclidinium,1
Valsartan,Nadolol,1
Primidone,Naloxegol,1
Trandolapril,Primidone,1
Tipranavir,Flecainide,1
Pipotiazine,Sodium oxybate,1
Fingolimod,Osimertinib,1
Chlorthalidone,Pentazocine,1
Dipyridamole,Collagenase clostridium histolyticum,1
Reserpine,Vortioxetine,1
Sulpiride,Naratriptan,1
Efavirenz,Magnesium sulfate,1
Fluconazole,Alitretinoin,1
Tolmetin,Obinutuzumab,1
Roflumilast,Cabazitaxel,1
Fluconazole,Carvedilol,1
Methyclothiazide,Topiramate,1
Lidocaine,Palbociclib,1
Metformin,Glyburide,1
Natalizumab,Canakinumab,1
Aminophylline,Luliconazole,1
Tranylcypromine,Candesartan cilexetil,1
Dexmethylphenidate,Ioflupane I-123,1
Efavirenz,Aripiprazole,1
Hydrocortisone,Indacaterol,1
Tobramycin,Cefoxitin,1
Nabumetone,Dasatinib,1
Foscarnet,Arbekacin,1
Palifermin,Enoxaparin,1
Prochlorperazine,Isocarboxazid,1
Natalizumab,Cisplatin,1
Butabarbital,Protriptyline,1
Pramipexole,Zolpidem,1
Bortezomib,Ritonavir,1
Propofol,Methotrimeprazine,1
Zopiclone,Fosaprepitant,1
Pimecrolimus,Pazopanib,1
Ibandronate,Mifepristone,1
Tipranavir,Telaprevir,1
Aripiprazole,Saxagliptin,1
Repaglinide,Nilotinib,1
Azelastine,Methotrimeprazine,1
Lapatinib,Afatinib,1
Porfimer sodium,Tiaprofenic acid,1
Pramipexole,Diphenhydramine,1
Raltegravir,Magnesium hydroxide,1
Mycophenolate mofetil,Calcium carbonate,1
Warfarin,Cefadroxil,1
Famotidine,Dasatinib,1
Ticlopidine,Primaquine,1
Oxaliplatin,Denosumab,1
Toremifene,Dabrafenib,1
Ramipril,Molsidomine,1
Tramadol,Sertindole,1
Rifabutin,Mycophenolic acid,1
Cabergoline,Aripiprazole,1
Trastuzumab,Sorafenib,1
Leuprolide,Rosiglitazone,1
Cabergoline,Chlorpromazine,1
Chlordiazepoxide,Paraldehyde,1
Darunavir,Ivabradine,1
Sildenafil,Ticagrelor,1
Methyldopa,Obinutuzumab,1
Tetryzoline,Tedizolid phosphate,1
Trastuzumab,Vindesine,1
Suvorexant,Palbociclib,1
Amoxapine,Suvorexant,1
Tamsulosin,Tadalafil,1
Diclofenac,Omega-3 fatty acids,1
